textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Cuba,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Cuba,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Cuba,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Cuba,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Cuba,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Cuba,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Cuba,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Dem. Rep. Congo,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Dem. Rep. Congo,28,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Dem. Rep. Congo,11,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Dem. Rep. Congo,37,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Dem. Rep. Congo,44,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Dem. Rep. Congo,158,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Dem. Rep. Congo,20,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Dem. Rep. Congo,85,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Dem. Rep. Congo,107,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Dem. Rep. Congo,180,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Dem. Rep. Congo,369,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Djibouti,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Djibouti,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Djibouti,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Djibouti,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Djibouti,3,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Djibouti,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Djibouti,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Djibouti,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Djibouti,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Djibouti,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Djibouti,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Egypt,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Egypt,3,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Egypt,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Egypt,2,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Egypt,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Egypt,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Egypt,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Egypt,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Egypt,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Egypt,4,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Egypt,7,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Eritrea,42,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Eritrea,76,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Eritrea,137,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Eritrea,44,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Eritrea,105,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Eritrea,220,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Eritrea,137,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Eritrea,283,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Eritrea,197,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Eritrea,180,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Eritrea,326,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Ethiopia,661,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Ethiopia,764,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Ethiopia,635,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Ethiopia,110,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Ethiopia,148,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Ethiopia,306,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Ethiopia,291,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Ethiopia,419,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Ethiopia,376,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Ethiopia,400,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Ethiopia,305,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Gambia,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Gambia,6,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Gambia,14,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Gambia,13,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Gambia,3,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Gambia,9,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Gambia,7,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Gambia,4,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Gambia,9,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Gambia,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Gambia,3,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Georgia,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Georgia,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Georgia,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Georgia,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Georgia,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Georgia,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Georgia,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Georgia,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Georgia,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Georgia,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Georgia,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Germany,1,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Germany,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Germany,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Germany,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Germany,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Germany,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Germany,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Germany,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Germany,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Germany,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Germany,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Guinea,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Guinea,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Guinea,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Guinea,3,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Guinea,3,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Guinea,9,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Guinea,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Guinea,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Guinea,8,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Guinea,9,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Guinea,1,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",India,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",India,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",India,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",India,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",India,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",India,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",India,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",India,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",India,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",India,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",India,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Indonesia,5,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Indonesia,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Indonesia,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Indonesia,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Indonesia,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Indonesia,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Indonesia,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Indonesia,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Indonesia,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Indonesia,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Indonesia,4,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Iran,28,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Iran,25,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Iran,20,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Iran,25,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Iran,36,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Iran,34,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Iran,43,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Iran,18,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Iran,21,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Iran,13,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Iran,25,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Iraq,160,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Iraq,51,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Iraq,69,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Iraq,218,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Iraq,256,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Iraq,272,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Iraq,81,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Iraq,194,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Iraq,297,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Iraq,297,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Iraq,197,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Ivory Coast,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Ivory Coast,2,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Ivory Coast,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Ivory Coast,12,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Ivory Coast,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Ivory Coast,4,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Ivory Coast,6,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Ivory Coast,23,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Ivory Coast,14,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Ivory Coast,11,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Ivory Coast,10,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Jordan,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Jordan,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Jordan,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Jordan,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Jordan,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Jordan,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Jordan,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Jordan,1,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Jordan,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Jordan,2,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Jordan,3,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Kazakhstan,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Kazakhstan,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Kazakhstan,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Kazakhstan,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Kazakhstan,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Kazakhstan,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Kazakhstan,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Kazakhstan,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Kazakhstan,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Kazakhstan,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Kazakhstan,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Kenya,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Kenya,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Kenya,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Kenya,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Kenya,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Kenya,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Kenya,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Kenya,1,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Kenya,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Kenya,9,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Kenya,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Kuwait,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Kuwait,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Kuwait,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Kuwait,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Kuwait,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Kuwait,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Kuwait,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Kuwait,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Kuwait,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Kuwait,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Kuwait,1,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Kyrgyzstan,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Kyrgyzstan,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Kyrgyzstan,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Kyrgyzstan,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Kyrgyzstan,6,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Kyrgyzstan,8,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Kyrgyzstan,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Kyrgyzstan,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Kyrgyzstan,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Kyrgyzstan,2,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Kyrgyzstan,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Lebanon,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Lebanon,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Lebanon,1,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Lebanon,1,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Lebanon,3,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Lebanon,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Lebanon,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Lebanon,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Lebanon,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Lebanon,1,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Lebanon,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Liberia,"1,172","51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Liberia,207,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Liberia,335,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Liberia,164,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Liberia,97,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Liberia,21,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Liberia,42,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Liberia,3,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Liberia,15,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Liberia,1,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Liberia,3,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Libya,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Libya,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Libya,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Libya,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Libya,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Libya,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Libya,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Libya,5,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2013,"11,018",Libya,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2014,"12,935",Libya,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2015,"12,919",Libya,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2005,"18,849",Macedonia,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2006,"17,105",Macedonia,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2007,"10,191",Macedonia,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2008,"6,577",Macedonia,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2009,"7,146",Macedonia,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2010,"6,573",Macedonia,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2011,"5,061",Macedonia,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Moslem,CY 2012,"8,896",Macedonia,0,"66,292"
