year,origin,dest_state,dest_city,arrivals
2005,Uzbekistan,Virginia,Richmond,0
2006,Uzbekistan,Virginia,Richmond,0
2007,Uzbekistan,Virginia,Richmond,0
2008,Uzbekistan,Virginia,Richmond,0
2009,Uzbekistan,Virginia,Richmond,0
2010,Uzbekistan,Virginia,Richmond,1
2011,Uzbekistan,Virginia,Richmond,0
2012,Uzbekistan,Virginia,Richmond,2
2013,Uzbekistan,Virginia,Richmond,0
2014,Uzbekistan,Virginia,Richmond,0
2015,Uzbekistan,Virginia,Richmond,0
2005,Vietnam,Virginia,Alexandria,2
2006,Vietnam,Virginia,Alexandria,0
2007,Vietnam,Virginia,Alexandria,0
2008,Vietnam,Virginia,Alexandria,0
2009,Vietnam,Virginia,Alexandria,0
2010,Vietnam,Virginia,Alexandria,0
2011,Vietnam,Virginia,Alexandria,0
2012,Vietnam,Virginia,Alexandria,0
2013,Vietnam,Virginia,Alexandria,0
2014,Vietnam,Virginia,Alexandria,0
2015,Vietnam,Virginia,Alexandria,0
2005,Vietnam,Virginia,Annandale,10
2006,Vietnam,Virginia,Annandale,0
2007,Vietnam,Virginia,Annandale,0
2008,Vietnam,Virginia,Annandale,11
2009,Vietnam,Virginia,Annandale,0
2010,Vietnam,Virginia,Annandale,0
2011,Vietnam,Virginia,Annandale,0
2012,Vietnam,Virginia,Annandale,0
2013,Vietnam,Virginia,Annandale,0
2014,Vietnam,Virginia,Annandale,0
2015,Vietnam,Virginia,Annandale,0
2005,Vietnam,Virginia,Arlington,3
2006,Vietnam,Virginia,Arlington,0
2007,Vietnam,Virginia,Arlington,0
2008,Vietnam,Virginia,Arlington,1
2009,Vietnam,Virginia,Arlington,0
2010,Vietnam,Virginia,Arlington,0
2011,Vietnam,Virginia,Arlington,0
2012,Vietnam,Virginia,Arlington,0
2013,Vietnam,Virginia,Arlington,0
2014,Vietnam,Virginia,Arlington,0
2015,Vietnam,Virginia,Arlington,0
2005,Vietnam,Virginia,Centreville,2
2006,Vietnam,Virginia,Centreville,0
2007,Vietnam,Virginia,Centreville,0
2008,Vietnam,Virginia,Centreville,0
2009,Vietnam,Virginia,Centreville,0
2010,Vietnam,Virginia,Centreville,0
2011,Vietnam,Virginia,Centreville,0
2012,Vietnam,Virginia,Centreville,0
2013,Vietnam,Virginia,Centreville,0
2014,Vietnam,Virginia,Centreville,0
2015,Vietnam,Virginia,Centreville,0
2005,Vietnam,Virginia,Culpeper,0
2006,Vietnam,Virginia,Culpeper,0
2007,Vietnam,Virginia,Culpeper,0
2008,Vietnam,Virginia,Culpeper,0
2009,Vietnam,Virginia,Culpeper,0
2010,Vietnam,Virginia,Culpeper,3
2011,Vietnam,Virginia,Culpeper,0
2012,Vietnam,Virginia,Culpeper,0
2013,Vietnam,Virginia,Culpeper,0
2014,Vietnam,Virginia,Culpeper,0
2015,Vietnam,Virginia,Culpeper,0
2005,Vietnam,Virginia,Danville,1
2006,Vietnam,Virginia,Danville,13
2007,Vietnam,Virginia,Danville,0
2008,Vietnam,Virginia,Danville,0
2009,Vietnam,Virginia,Danville,0
2010,Vietnam,Virginia,Danville,0
2011,Vietnam,Virginia,Danville,0
2012,Vietnam,Virginia,Danville,0
2013,Vietnam,Virginia,Danville,0
2014,Vietnam,Virginia,Danville,0
2015,Vietnam,Virginia,Danville,0
2005,Vietnam,Virginia,Falls Church,23
2006,Vietnam,Virginia,Falls Church,0
2007,Vietnam,Virginia,Falls Church,0
2008,Vietnam,Virginia,Falls Church,0
2009,Vietnam,Virginia,Falls Church,4
2010,Vietnam,Virginia,Falls Church,0
2011,Vietnam,Virginia,Falls Church,0
2012,Vietnam,Virginia,Falls Church,1
2013,Vietnam,Virginia,Falls Church,3
2014,Vietnam,Virginia,Falls Church,0
2015,Vietnam,Virginia,Falls Church,0
2005,Vietnam,Virginia,Gainesville,0
2006,Vietnam,Virginia,Gainesville,1
2007,Vietnam,Virginia,Gainesville,0
2008,Vietnam,Virginia,Gainesville,0
2009,Vietnam,Virginia,Gainesville,0
2010,Vietnam,Virginia,Gainesville,0
2011,Vietnam,Virginia,Gainesville,0
2012,Vietnam,Virginia,Gainesville,0
2013,Vietnam,Virginia,Gainesville,0
2014,Vietnam,Virginia,Gainesville,0
2015,Vietnam,Virginia,Gainesville,0
2005,Vietnam,Virginia,Glen Allen,2
2006,Vietnam,Virginia,Glen Allen,0
2007,Vietnam,Virginia,Glen Allen,0
2008,Vietnam,Virginia,Glen Allen,0
2009,Vietnam,Virginia,Glen Allen,0
2010,Vietnam,Virginia,Glen Allen,0
2011,Vietnam,Virginia,Glen Allen,0
2012,Vietnam,Virginia,Glen Allen,0
2013,Vietnam,Virginia,Glen Allen,0
2014,Vietnam,Virginia,Glen Allen,0
2015,Vietnam,Virginia,Glen Allen,0
2005,Vietnam,Virginia,Hampton,0
2006,Vietnam,Virginia,Hampton,6
2007,Vietnam,Virginia,Hampton,0
2008,Vietnam,Virginia,Hampton,5
2009,Vietnam,Virginia,Hampton,0
2010,Vietnam,Virginia,Hampton,0
2011,Vietnam,Virginia,Hampton,0
2012,Vietnam,Virginia,Hampton,0
2013,Vietnam,Virginia,Hampton,0
2014,Vietnam,Virginia,Hampton,0
2015,Vietnam,Virginia,Hampton,0
2005,Vietnam,Virginia,Herndon,0
2006,Vietnam,Virginia,Herndon,4
2007,Vietnam,Virginia,Herndon,0
2008,Vietnam,Virginia,Herndon,2
2009,Vietnam,Virginia,Herndon,0
2010,Vietnam,Virginia,Herndon,0
2011,Vietnam,Virginia,Herndon,0
2012,Vietnam,Virginia,Herndon,0
2013,Vietnam,Virginia,Herndon,0
2014,Vietnam,Virginia,Herndon,0
2015,Vietnam,Virginia,Herndon,0
2005,Vietnam,Virginia,Lorton,0
2006,Vietnam,Virginia,Lorton,0
2007,Vietnam,Virginia,Lorton,0
2008,Vietnam,Virginia,Lorton,2
2009,Vietnam,Virginia,Lorton,0
2010,Vietnam,Virginia,Lorton,0
2011,Vietnam,Virginia,Lorton,0
2012,Vietnam,Virginia,Lorton,0
2013,Vietnam,Virginia,Lorton,0
2014,Vietnam,Virginia,Lorton,0
2015,Vietnam,Virginia,Lorton,0
2005,Vietnam,Virginia,Manassas,1
2006,Vietnam,Virginia,Manassas,0
2007,Vietnam,Virginia,Manassas,0
2008,Vietnam,Virginia,Manassas,0
2009,Vietnam,Virginia,Manassas,0
2010,Vietnam,Virginia,Manassas,0
2011,Vietnam,Virginia,Manassas,0
2012,Vietnam,Virginia,Manassas,0
2013,Vietnam,Virginia,Manassas,0
2014,Vietnam,Virginia,Manassas,0
2015,Vietnam,Virginia,Manassas,0
2005,Vietnam,Virginia,Midlothian,0
2006,Vietnam,Virginia,Midlothian,0
2007,Vietnam,Virginia,Midlothian,12
2008,Vietnam,Virginia,Midlothian,0
2009,Vietnam,Virginia,Midlothian,0
2010,Vietnam,Virginia,Midlothian,0
2011,Vietnam,Virginia,Midlothian,0
2012,Vietnam,Virginia,Midlothian,0
2013,Vietnam,Virginia,Midlothian,0
2014,Vietnam,Virginia,Midlothian,0
2015,Vietnam,Virginia,Midlothian,0
2005,Vietnam,Virginia,Reston,5
2006,Vietnam,Virginia,Reston,0
2007,Vietnam,Virginia,Reston,0
2008,Vietnam,Virginia,Reston,0
2009,Vietnam,Virginia,Reston,0
2010,Vietnam,Virginia,Reston,0
2011,Vietnam,Virginia,Reston,0
2012,Vietnam,Virginia,Reston,0
2013,Vietnam,Virginia,Reston,0
2014,Vietnam,Virginia,Reston,0
2015,Vietnam,Virginia,Reston,0
2005,Vietnam,Virginia,Richmond,7
2006,Vietnam,Virginia,Richmond,1
2007,Vietnam,Virginia,Richmond,4
2008,Vietnam,Virginia,Richmond,4
2009,Vietnam,Virginia,Richmond,0
2010,Vietnam,Virginia,Richmond,0
2011,Vietnam,Virginia,Richmond,1
2012,Vietnam,Virginia,Richmond,0
2013,Vietnam,Virginia,Richmond,0
2014,Vietnam,Virginia,Richmond,1
2015,Vietnam,Virginia,Richmond,0
2005,Vietnam,Virginia,Roanoke,3
2006,Vietnam,Virginia,Roanoke,0
2007,Vietnam,Virginia,Roanoke,0
2008,Vietnam,Virginia,Roanoke,0
2009,Vietnam,Virginia,Roanoke,4
2010,Vietnam,Virginia,Roanoke,0
2011,Vietnam,Virginia,Roanoke,0
2012,Vietnam,Virginia,Roanoke,0
2013,Vietnam,Virginia,Roanoke,0
2014,Vietnam,Virginia,Roanoke,0
2015,Vietnam,Virginia,Roanoke,0
2005,Vietnam,Virginia,South Riding,2
2006,Vietnam,Virginia,South Riding,0
2007,Vietnam,Virginia,South Riding,0
2008,Vietnam,Virginia,South Riding,0
2009,Vietnam,Virginia,South Riding,0
2010,Vietnam,Virginia,South Riding,0
2011,Vietnam,Virginia,South Riding,0
2012,Vietnam,Virginia,South Riding,0
2013,Vietnam,Virginia,South Riding,0
2014,Vietnam,Virginia,South Riding,0
2015,Vietnam,Virginia,South Riding,0
2005,Vietnam,Virginia,Springfield,9
2006,Vietnam,Virginia,Springfield,1
2007,Vietnam,Virginia,Springfield,0
2008,Vietnam,Virginia,Springfield,4
2009,Vietnam,Virginia,Springfield,0
2010,Vietnam,Virginia,Springfield,1
2011,Vietnam,Virginia,Springfield,0
2012,Vietnam,Virginia,Springfield,0
2013,Vietnam,Virginia,Springfield,0
2014,Vietnam,Virginia,Springfield,0
2015,Vietnam,Virginia,Springfield,0
2005,Vietnam,Virginia,Sterling,1
2006,Vietnam,Virginia,Sterling,0
2007,Vietnam,Virginia,Sterling,0
2008,Vietnam,Virginia,Sterling,0
2009,Vietnam,Virginia,Sterling,0
2010,Vietnam,Virginia,Sterling,0
2011,Vietnam,Virginia,Sterling,0
2012,Vietnam,Virginia,Sterling,0
2013,Vietnam,Virginia,Sterling,0
2014,Vietnam,Virginia,Sterling,0
2015,Vietnam,Virginia,Sterling,0
2005,Vietnam,Virginia,Woodbridge,0
2006,Vietnam,Virginia,Woodbridge,0
2007,Vietnam,Virginia,Woodbridge,0
2008,Vietnam,Virginia,Woodbridge,0
2009,Vietnam,Virginia,Woodbridge,1
2010,Vietnam,Virginia,Woodbridge,0
2011,Vietnam,Virginia,Woodbridge,0
2012,Vietnam,Virginia,Woodbridge,0
2013,Vietnam,Virginia,Woodbridge,0
2014,Vietnam,Virginia,Woodbridge,0
2015,Vietnam,Virginia,Woodbridge,0
2005,Afghanistan,Washington,Auburn,0
2006,Afghanistan,Washington,Auburn,0
2007,Afghanistan,Washington,Auburn,0
2008,Afghanistan,Washington,Auburn,1
2009,Afghanistan,Washington,Auburn,0
2010,Afghanistan,Washington,Auburn,0
2011,Afghanistan,Washington,Auburn,0
2012,Afghanistan,Washington,Auburn,0
2013,Afghanistan,Washington,Auburn,0
2014,Afghanistan,Washington,Auburn,0
2015,Afghanistan,Washington,Auburn,0
2005,Afghanistan,Washington,Federal Way,0
2006,Afghanistan,Washington,Federal Way,0
2007,Afghanistan,Washington,Federal Way,0
2008,Afghanistan,Washington,Federal Way,0
2009,Afghanistan,Washington,Federal Way,0
2010,Afghanistan,Washington,Federal Way,0
2011,Afghanistan,Washington,Federal Way,0
2012,Afghanistan,Washington,Federal Way,0
2013,Afghanistan,Washington,Federal Way,0
2014,Afghanistan,Washington,Federal Way,0
2015,Afghanistan,Washington,Federal Way,1
2005,Afghanistan,Washington,Kennewick,2
2006,Afghanistan,Washington,Kennewick,0
2007,Afghanistan,Washington,Kennewick,0
2008,Afghanistan,Washington,Kennewick,0
2009,Afghanistan,Washington,Kennewick,0
2010,Afghanistan,Washington,Kennewick,0
2011,Afghanistan,Washington,Kennewick,0
2012,Afghanistan,Washington,Kennewick,0
2013,Afghanistan,Washington,Kennewick,0
2014,Afghanistan,Washington,Kennewick,0
2015,Afghanistan,Washington,Kennewick,0
2005,Afghanistan,Washington,Kent,0
2006,Afghanistan,Washington,Kent,0
2007,Afghanistan,Washington,Kent,0
2008,Afghanistan,Washington,Kent,0
2009,Afghanistan,Washington,Kent,6
2010,Afghanistan,Washington,Kent,5
2011,Afghanistan,Washington,Kent,3
2012,Afghanistan,Washington,Kent,0
2013,Afghanistan,Washington,Kent,0
2014,Afghanistan,Washington,Kent,0
2015,Afghanistan,Washington,Kent,1
2005,Afghanistan,Washington,Renton,0
2006,Afghanistan,Washington,Renton,0
2007,Afghanistan,Washington,Renton,2
2008,Afghanistan,Washington,Renton,0
2009,Afghanistan,Washington,Renton,0
2010,Afghanistan,Washington,Renton,0
2011,Afghanistan,Washington,Renton,2
2012,Afghanistan,Washington,Renton,0
2013,Afghanistan,Washington,Renton,0
2014,Afghanistan,Washington,Renton,0
2015,Afghanistan,Washington,Renton,0
2005,Afghanistan,Washington,Richland,4
2006,Afghanistan,Washington,Richland,0
2007,Afghanistan,Washington,Richland,0
2008,Afghanistan,Washington,Richland,0
2009,Afghanistan,Washington,Richland,0
2010,Afghanistan,Washington,Richland,0
2011,Afghanistan,Washington,Richland,0
2012,Afghanistan,Washington,Richland,1
2013,Afghanistan,Washington,Richland,0
2014,Afghanistan,Washington,Richland,0
2015,Afghanistan,Washington,Richland,0
2005,Afghanistan,Washington,Seatac,4
2006,Afghanistan,Washington,Seatac,0
2007,Afghanistan,Washington,Seatac,0
2008,Afghanistan,Washington,Seatac,0
2009,Afghanistan,Washington,Seatac,0
2010,Afghanistan,Washington,Seatac,0
2011,Afghanistan,Washington,Seatac,0
2012,Afghanistan,Washington,Seatac,0
2013,Afghanistan,Washington,Seatac,0
2014,Afghanistan,Washington,Seatac,0
2015,Afghanistan,Washington,Seatac,0
2005,Afghanistan,Washington,Seattle,1
2006,Afghanistan,Washington,Seattle,2
2007,Afghanistan,Washington,Seattle,8
2008,Afghanistan,Washington,Seattle,3
2009,Afghanistan,Washington,Seattle,0
2010,Afghanistan,Washington,Seattle,5
2011,Afghanistan,Washington,Seattle,0
2012,Afghanistan,Washington,Seattle,4
2013,Afghanistan,Washington,Seattle,1
2014,Afghanistan,Washington,Seattle,0
2015,Afghanistan,Washington,Seattle,2
2005,Afghanistan,Washington,Shoreline,7
2006,Afghanistan,Washington,Shoreline,0
2007,Afghanistan,Washington,Shoreline,0
2008,Afghanistan,Washington,Shoreline,0
2009,Afghanistan,Washington,Shoreline,0
2010,Afghanistan,Washington,Shoreline,0
2011,Afghanistan,Washington,Shoreline,0
2012,Afghanistan,Washington,Shoreline,0
2013,Afghanistan,Washington,Shoreline,0
2014,Afghanistan,Washington,Shoreline,0
2015,Afghanistan,Washington,Shoreline,0
2005,Afghanistan,Washington,Snoqualmie,0
2006,Afghanistan,Washington,Snoqualmie,0
2007,Afghanistan,Washington,Snoqualmie,0
2008,Afghanistan,Washington,Snoqualmie,0
2009,Afghanistan,Washington,Snoqualmie,0
2010,Afghanistan,Washington,Snoqualmie,0
2011,Afghanistan,Washington,Snoqualmie,0
2012,Afghanistan,Washington,Snoqualmie,0
2013,Afghanistan,Washington,Snoqualmie,1
2014,Afghanistan,Washington,Snoqualmie,0
2015,Afghanistan,Washington,Snoqualmie,0
2005,Afghanistan,Washington,Spokane,3
2006,Afghanistan,Washington,Spokane,10
2007,Afghanistan,Washington,Spokane,3
2008,Afghanistan,Washington,Spokane,5
2009,Afghanistan,Washington,Spokane,6
2010,Afghanistan,Washington,Spokane,5
2011,Afghanistan,Washington,Spokane,13
2012,Afghanistan,Washington,Spokane,21
2013,Afghanistan,Washington,Spokane,5
2014,Afghanistan,Washington,Spokane,21
2015,Afghanistan,Washington,Spokane,12
2005,Albania,Washington,Seattle,0
2006,Albania,Washington,Seattle,0
2007,Albania,Washington,Seattle,0
2008,Albania,Washington,Seattle,0
2009,Albania,Washington,Seattle,1
2010,Albania,Washington,Seattle,0
2011,Albania,Washington,Seattle,0
2012,Albania,Washington,Seattle,0
2013,Albania,Washington,Seattle,0
2014,Albania,Washington,Seattle,0
2015,Albania,Washington,Seattle,0
2005,Armenia,Washington,Kirkland,0
2006,Armenia,Washington,Kirkland,0
2007,Armenia,Washington,Kirkland,0
2008,Armenia,Washington,Kirkland,0
2009,Armenia,Washington,Kirkland,0
2010,Armenia,Washington,Kirkland,0
2011,Armenia,Washington,Kirkland,2
2012,Armenia,Washington,Kirkland,0
2013,Armenia,Washington,Kirkland,0
2014,Armenia,Washington,Kirkland,0
2015,Armenia,Washington,Kirkland,0
2005,Azerbaijan,Washington,Bellevue,4
2006,Azerbaijan,Washington,Bellevue,0
2007,Azerbaijan,Washington,Bellevue,0
2008,Azerbaijan,Washington,Bellevue,0
2009,Azerbaijan,Washington,Bellevue,0
2010,Azerbaijan,Washington,Bellevue,0
2011,Azerbaijan,Washington,Bellevue,0
2012,Azerbaijan,Washington,Bellevue,0
2013,Azerbaijan,Washington,Bellevue,0
2014,Azerbaijan,Washington,Bellevue,0
2015,Azerbaijan,Washington,Bellevue,0
2005,Azerbaijan,Washington,Kenmore,5
2006,Azerbaijan,Washington,Kenmore,0
2007,Azerbaijan,Washington,Kenmore,0
2008,Azerbaijan,Washington,Kenmore,0
2009,Azerbaijan,Washington,Kenmore,0
2010,Azerbaijan,Washington,Kenmore,0
2011,Azerbaijan,Washington,Kenmore,0
2012,Azerbaijan,Washington,Kenmore,0
2013,Azerbaijan,Washington,Kenmore,0
2014,Azerbaijan,Washington,Kenmore,0
2015,Azerbaijan,Washington,Kenmore,0
2005,Azerbaijan,Washington,Lynnwood,4
2006,Azerbaijan,Washington,Lynnwood,0
2007,Azerbaijan,Washington,Lynnwood,0
2008,Azerbaijan,Washington,Lynnwood,0
2009,Azerbaijan,Washington,Lynnwood,0
2010,Azerbaijan,Washington,Lynnwood,0
2011,Azerbaijan,Washington,Lynnwood,0
2012,Azerbaijan,Washington,Lynnwood,0
2013,Azerbaijan,Washington,Lynnwood,0
2014,Azerbaijan,Washington,Lynnwood,0
2015,Azerbaijan,Washington,Lynnwood,0
2005,Azerbaijan,Washington,Mountlake Terrace,2
2006,Azerbaijan,Washington,Mountlake Terrace,0
2007,Azerbaijan,Washington,Mountlake Terrace,0
2008,Azerbaijan,Washington,Mountlake Terrace,0
2009,Azerbaijan,Washington,Mountlake Terrace,0
2010,Azerbaijan,Washington,Mountlake Terrace,0
2011,Azerbaijan,Washington,Mountlake Terrace,0
2012,Azerbaijan,Washington,Mountlake Terrace,0
2013,Azerbaijan,Washington,Mountlake Terrace,0
2014,Azerbaijan,Washington,Mountlake Terrace,0
2015,Azerbaijan,Washington,Mountlake Terrace,0
2005,Azerbaijan,Washington,Redmond,0
2006,Azerbaijan,Washington,Redmond,2
2007,Azerbaijan,Washington,Redmond,0
2008,Azerbaijan,Washington,Redmond,0
2009,Azerbaijan,Washington,Redmond,0
2010,Azerbaijan,Washington,Redmond,0
2011,Azerbaijan,Washington,Redmond,0
2012,Azerbaijan,Washington,Redmond,0
2013,Azerbaijan,Washington,Redmond,0
2014,Azerbaijan,Washington,Redmond,0
2015,Azerbaijan,Washington,Redmond,0
2005,Azerbaijan,Washington,Seatac,2
2006,Azerbaijan,Washington,Seatac,0
2007,Azerbaijan,Washington,Seatac,0
2008,Azerbaijan,Washington,Seatac,0
2009,Azerbaijan,Washington,Seatac,0
2010,Azerbaijan,Washington,Seatac,0
2011,Azerbaijan,Washington,Seatac,0
2012,Azerbaijan,Washington,Seatac,0
2013,Azerbaijan,Washington,Seatac,0
2014,Azerbaijan,Washington,Seatac,0
2015,Azerbaijan,Washington,Seatac,0
2005,Azerbaijan,Washington,Seattle,11
2006,Azerbaijan,Washington,Seattle,0
2007,Azerbaijan,Washington,Seattle,0
2008,Azerbaijan,Washington,Seattle,0
2009,Azerbaijan,Washington,Seattle,0
2010,Azerbaijan,Washington,Seattle,0
2011,Azerbaijan,Washington,Seattle,0
2012,Azerbaijan,Washington,Seattle,0
2013,Azerbaijan,Washington,Seattle,0
2014,Azerbaijan,Washington,Seattle,0
2015,Azerbaijan,Washington,Seattle,0
2005,Belarus,Washington,Arlington,0
2006,Belarus,Washington,Arlington,9
2007,Belarus,Washington,Arlington,0
2008,Belarus,Washington,Arlington,0
2009,Belarus,Washington,Arlington,0
2010,Belarus,Washington,Arlington,0
2011,Belarus,Washington,Arlington,0
2012,Belarus,Washington,Arlington,0
2013,Belarus,Washington,Arlington,0
2014,Belarus,Washington,Arlington,0
2015,Belarus,Washington,Arlington,0
2005,Belarus,Washington,Auburn,8
2006,Belarus,Washington,Auburn,0
2007,Belarus,Washington,Auburn,0
2008,Belarus,Washington,Auburn,0
2009,Belarus,Washington,Auburn,0
2010,Belarus,Washington,Auburn,0
2011,Belarus,Washington,Auburn,1
2012,Belarus,Washington,Auburn,0
2013,Belarus,Washington,Auburn,0
2014,Belarus,Washington,Auburn,0
2015,Belarus,Washington,Auburn,0
2005,Belarus,Washington,Bellevue,0
2006,Belarus,Washington,Bellevue,1
2007,Belarus,Washington,Bellevue,8
2008,Belarus,Washington,Bellevue,0
2009,Belarus,Washington,Bellevue,0
2010,Belarus,Washington,Bellevue,0
2011,Belarus,Washington,Bellevue,0
2012,Belarus,Washington,Bellevue,0
2013,Belarus,Washington,Bellevue,0
2014,Belarus,Washington,Bellevue,0
2015,Belarus,Washington,Bellevue,0
2005,Belarus,Washington,Everett,24
2006,Belarus,Washington,Everett,30
2007,Belarus,Washington,Everett,10
2008,Belarus,Washington,Everett,0
2009,Belarus,Washington,Everett,0
2010,Belarus,Washington,Everett,0
2011,Belarus,Washington,Everett,0
2012,Belarus,Washington,Everett,0
2013,Belarus,Washington,Everett,0
2014,Belarus,Washington,Everett,0
2015,Belarus,Washington,Everett,0
2005,Belarus,Washington,Federal Way,0
2006,Belarus,Washington,Federal Way,0
2007,Belarus,Washington,Federal Way,4
2008,Belarus,Washington,Federal Way,0
2009,Belarus,Washington,Federal Way,15
2010,Belarus,Washington,Federal Way,4
2011,Belarus,Washington,Federal Way,4
2012,Belarus,Washington,Federal Way,0
2013,Belarus,Washington,Federal Way,0
2014,Belarus,Washington,Federal Way,0
2015,Belarus,Washington,Federal Way,2
2005,Belarus,Washington,Kent,0
2006,Belarus,Washington,Kent,0
2007,Belarus,Washington,Kent,1
2008,Belarus,Washington,Kent,8
2009,Belarus,Washington,Kent,0
2010,Belarus,Washington,Kent,0
2011,Belarus,Washington,Kent,3
2012,Belarus,Washington,Kent,0
2013,Belarus,Washington,Kent,2
2014,Belarus,Washington,Kent,0
2015,Belarus,Washington,Kent,0
2005,Belarus,Washington,Mount Vernon,0
2006,Belarus,Washington,Mount Vernon,0
2007,Belarus,Washington,Mount Vernon,1
2008,Belarus,Washington,Mount Vernon,0
2009,Belarus,Washington,Mount Vernon,3
2010,Belarus,Washington,Mount Vernon,0
2011,Belarus,Washington,Mount Vernon,0
2012,Belarus,Washington,Mount Vernon,0
2013,Belarus,Washington,Mount Vernon,0
2014,Belarus,Washington,Mount Vernon,0
2015,Belarus,Washington,Mount Vernon,0
2005,Belarus,Washington,Pasco,4
2006,Belarus,Washington,Pasco,0
2007,Belarus,Washington,Pasco,0
2008,Belarus,Washington,Pasco,0
2009,Belarus,Washington,Pasco,0
2010,Belarus,Washington,Pasco,0
2011,Belarus,Washington,Pasco,0
2012,Belarus,Washington,Pasco,0
2013,Belarus,Washington,Pasco,0
2014,Belarus,Washington,Pasco,0
2015,Belarus,Washington,Pasco,0
2005,Belarus,Washington,Puyallup,0
2006,Belarus,Washington,Puyallup,0
2007,Belarus,Washington,Puyallup,0
2008,Belarus,Washington,Puyallup,0
2009,Belarus,Washington,Puyallup,0
2010,Belarus,Washington,Puyallup,0
2011,Belarus,Washington,Puyallup,0
2012,Belarus,Washington,Puyallup,0
2013,Belarus,Washington,Puyallup,0
2014,Belarus,Washington,Puyallup,1
2015,Belarus,Washington,Puyallup,0
2005,Belarus,Washington,Renton,1
2006,Belarus,Washington,Renton,4
2007,Belarus,Washington,Renton,2
2008,Belarus,Washington,Renton,0
2009,Belarus,Washington,Renton,0
2010,Belarus,Washington,Renton,0
2011,Belarus,Washington,Renton,0
2012,Belarus,Washington,Renton,0
2013,Belarus,Washington,Renton,0
2014,Belarus,Washington,Renton,0
2015,Belarus,Washington,Renton,0
2005,Belarus,Washington,Seattle,5
2006,Belarus,Washington,Seattle,0
2007,Belarus,Washington,Seattle,0
2008,Belarus,Washington,Seattle,0
2009,Belarus,Washington,Seattle,1
2010,Belarus,Washington,Seattle,0
2011,Belarus,Washington,Seattle,0
2012,Belarus,Washington,Seattle,12
2013,Belarus,Washington,Seattle,0
2014,Belarus,Washington,Seattle,11
2015,Belarus,Washington,Seattle,4
2005,Belarus,Washington,Spanaway,0
2006,Belarus,Washington,Spanaway,0
2007,Belarus,Washington,Spanaway,5
2008,Belarus,Washington,Spanaway,0
2009,Belarus,Washington,Spanaway,0
2010,Belarus,Washington,Spanaway,0
2011,Belarus,Washington,Spanaway,0
2012,Belarus,Washington,Spanaway,0
2013,Belarus,Washington,Spanaway,0
2014,Belarus,Washington,Spanaway,0
2015,Belarus,Washington,Spanaway,0
2005,Belarus,Washington,Spokane,18
2006,Belarus,Washington,Spokane,0
2007,Belarus,Washington,Spokane,4
2008,Belarus,Washington,Spokane,0
2009,Belarus,Washington,Spokane,0
2010,Belarus,Washington,Spokane,0
2011,Belarus,Washington,Spokane,0
2012,Belarus,Washington,Spokane,0
2013,Belarus,Washington,Spokane,0
2014,Belarus,Washington,Spokane,0
2015,Belarus,Washington,Spokane,0
2005,Belarus,Washington,Spokane Valley,0
2006,Belarus,Washington,Spokane Valley,7
2007,Belarus,Washington,Spokane Valley,0
2008,Belarus,Washington,Spokane Valley,0
2009,Belarus,Washington,Spokane Valley,0
2010,Belarus,Washington,Spokane Valley,0
2011,Belarus,Washington,Spokane Valley,0
2012,Belarus,Washington,Spokane Valley,0
2013,Belarus,Washington,Spokane Valley,0
2014,Belarus,Washington,Spokane Valley,0
2015,Belarus,Washington,Spokane Valley,0
2005,Belarus,Washington,Tacoma,0
2006,Belarus,Washington,Tacoma,0
2007,Belarus,Washington,Tacoma,0
2008,Belarus,Washington,Tacoma,0
2009,Belarus,Washington,Tacoma,11
2010,Belarus,Washington,Tacoma,0
2011,Belarus,Washington,Tacoma,6
2012,Belarus,Washington,Tacoma,0
2013,Belarus,Washington,Tacoma,0
2014,Belarus,Washington,Tacoma,0
2015,Belarus,Washington,Tacoma,0
2005,Belarus,Washington,Vancouver,0
2006,Belarus,Washington,Vancouver,0
2007,Belarus,Washington,Vancouver,0
2008,Belarus,Washington,Vancouver,3
2009,Belarus,Washington,Vancouver,0
2010,Belarus,Washington,Vancouver,0
2011,Belarus,Washington,Vancouver,0
2012,Belarus,Washington,Vancouver,0
2013,Belarus,Washington,Vancouver,0
2014,Belarus,Washington,Vancouver,0
2015,Belarus,Washington,Vancouver,0
2005,Bhutan,Washington,Aberdeen,0
2006,Bhutan,Washington,Aberdeen,0
2007,Bhutan,Washington,Aberdeen,0
2008,Bhutan,Washington,Aberdeen,0
2009,Bhutan,Washington,Aberdeen,5
2010,Bhutan,Washington,Aberdeen,0
2011,Bhutan,Washington,Aberdeen,0
2012,Bhutan,Washington,Aberdeen,0
2013,Bhutan,Washington,Aberdeen,0
2014,Bhutan,Washington,Aberdeen,0
2015,Bhutan,Washington,Aberdeen,0
2005,Bhutan,Washington,Burien,0
2006,Bhutan,Washington,Burien,0
2007,Bhutan,Washington,Burien,0
2008,Bhutan,Washington,Burien,0
2009,Bhutan,Washington,Burien,14
2010,Bhutan,Washington,Burien,8
2011,Bhutan,Washington,Burien,16
2012,Bhutan,Washington,Burien,37
2013,Bhutan,Washington,Burien,14
2014,Bhutan,Washington,Burien,6
2015,Bhutan,Washington,Burien,3
2005,Bhutan,Washington,Des Moines,0
2006,Bhutan,Washington,Des Moines,0
2007,Bhutan,Washington,Des Moines,0
2008,Bhutan,Washington,Des Moines,0
2009,Bhutan,Washington,Des Moines,0
